Individual Studies for Graduate Students,CHEM,1A
CHEM,1A,General Chemistry
1A,General Chemistry,CHEM
General Chemistry,CHEM,1AL
CHEM,1AL,General Chemistry Laboratory
1AL,General Chemistry Laboratory,CHEM
General Chemistry Laboratory,CHEM,3A
CHEM,3A,Chemical Structure and Reactivity
3A,Chemical Structure and Reactivity,CHEM
Chemical Structure and Reactivity,CHEM,3AL
CHEM,3AL,Organic Chemistry Laboratory
3AL,Organic Chemistry Laboratory,CHEM
Organic Chemistry Laboratory,CHEM,3B
CHEM,3B,Chemical Structure and Reactivity
3B,Chemical Structure and Reactivity,CHEM
Chemical Structure and Reactivity,CHEM,3BL
CHEM,3BL,Organic Chemistry Laboratory
3BL,Organic Chemistry Laboratory,CHEM
Organic Chemistry Laboratory,CHEM,4A
CHEM,4A,General Chemistry and Quantitative Analysis
4A,General Chemistry and Quantitative Analysis,CHEM
General Chemistry and Quantitative Analysis,CHEM,15
CHEM,15,Analytical and Bioanalytical Chemistry
15,Analytical and Bioanalytical Chemistry,CHEM
Analytical and Bioanalytical Chemistry,CHEM,49
CHEM,49,Supplementary Work in Lower Division Chemistry
49,Supplementary Work in Lower Division Chemistry,CHEM
Supplementary Work in Lower Division Chemistry,CHEM,96
CHEM,96,Introduction to Research and Study in the College o...
96,Introduction to Research and Study in the College o...,CHEM
Introduction to Research and Study in the College o...,CHEM,103
CHEM,103,Inorganic Chemistry in Living Systems
103,Inorganic Chemistry in Living Systems,CHEM
Inorganic Chemistry in Living Systems,CHEM,104A
CHEM,104A,Advanced Inorganic Chemistry
104A,Advanced Inorganic Chemistry,CHEM
Advanced Inorganic Chemistry,CHEM,108
CHEM,108,Inorganic Synthesis and Reactions
108,Inorganic Synthesis and Reactions,CHEM
Inorganic Synthesis and Reactions,CHEM,C110L
CHEM,C110L,General Biochemistry and Molecular Biology Laborato...
C110L,General Biochemistry and Molecular Biology Laborato...,CHEM
General Biochemistry and Molecular Biology Laborato...,CHEM,112A
CHEM,112A,Organic Chemistry
112A,Organic Chemistry,CHEM
Organic Chemistry,CHEM,113
CHEM,113,Advanced Mechanistic Organic Chemistry
113,Advanced Mechanistic Organic Chemistry,CHEM
Advanced Mechanistic Organic Chemistry,CHEM,115
CHEM,115,Organic Chemistry--Advanced Laboratory Methods
115,Organic Chemistry--Advanced Laboratory Methods,CHEM
Organic Chemistry--Advanced Laboratory Methods,CHEM,120A
CHEM,120A,Physical Chemistry
120A,Physical Chemistry,CHEM
Physical Chemistry,CHEM,120B
CHEM,120B,Physical Chemistry
120B,Physical Chemistry,CHEM
Physical Chemistry,CHEM,125
CHEM,125,Physical Chemistry Laboratory
125,Physical Chemistry Laboratory,CHEM
Physical Chemistry Laboratory,CHEM,C130
CHEM,C130,Biophysical Chemistry: Physical Principles and the ...
C130,Biophysical Chemistry: Physical Principles and the ...,CHEM
Biophysical Chemistry: Physical Principles and the ...,CHEM,135
CHEM,135,Chemical Biology
135,Chemical Biology,CHEM
Chemical Biology,CHEM,C138
CHEM,C138,The Berkeley Lectures on Energy: Energy from Biomas...
C138,The Berkeley Lectures on Energy: Energy from Biomas...,CHEM
The Berkeley Lectures on Energy: Energy from Biomas...,CHEM,143
CHEM,143,Nuclear Chemistry
143,Nuclear Chemistry,CHEM
Nuclear Chemistry,CHEM,192
CHEM,192,Individual Study for Advanced Undergraduates
192,Individual Study for Advanced Undergraduates,CHEM
Individual Study for Advanced Undergraduates,CHEM,H193
CHEM,H193,Senior Honors Thesis
H193,Senior Honors Thesis,CHEM
Senior Honors Thesis,CHEM,H194
CHEM,H194,Research for Advanced Undergraduates
H194,Research for Advanced Undergraduates,CHEM
Research for Advanced Undergraduates,CHEM,195
CHEM,195,Special Topics
195,Special Topics,CHEM
Special Topics,CHEM,196
CHEM,196,Special Laboratory Study
196,Special Laboratory Study,CHEM
Special Laboratory Study,CHEM,198
CHEM,198,Directed Group Study
198,Directed Group Study,CHEM
Directed Group Study,CHEM,199
CHEM,199,Supervised Independent Study and Research
199,Supervised Independent Study and Research,CHEM
Supervised Independent Study and Research,CHEM,200
CHEM,200,Chemistry Fundamentals
200,Chemistry Fundamentals,CHEM
Chemistry Fundamentals,CHEM,201
CHEM,201,Fundamentals of Inorganic Chemistry
201,Fundamentals of Inorganic Chemistry,CHEM
Fundamentals of Inorganic Chemistry,CHEM,220A
CHEM,220A,Thermodynamics and Statistical Mechanics
220A,Thermodynamics and Statistical Mechanics,CHEM
Thermodynamics and Statistical Mechanics,CHEM,221A
CHEM,221A,Advanced Quantum Mechanics
221A,Advanced Quantum Mechanics,CHEM
Advanced Quantum Mechanics,CHEM,C238
CHEM,C238,The Berkeley Lectures on Energy: Energy from Biomas...
C238,The Berkeley Lectures on Energy: Energy from Biomas...,CHEM
The Berkeley Lectures on Energy: Energy from Biomas...,CHEM,250A
CHEM,250A,Introduction to Bonding Theory
250A,Introduction to Bonding Theory,CHEM
Introduction to Bonding Theory,CHEM,251A
CHEM,251A,Coordination Chemistry I
251A,Coordination Chemistry I,CHEM
Coordination Chemistry I,CHEM,252A
CHEM,252A,Organometallic Chemistry I
252A,Organometallic Chemistry I,CHEM
Organometallic Chemistry I,CHEM,252B
CHEM,252B,Organometallic Chemistry II
252B,Organometallic Chemistry II,CHEM
Organometallic Chemistry II,CHEM,260
CHEM,260,Reaction Mechanisms
260,Reaction Mechanisms,CHEM
Reaction Mechanisms,CHEM,261A
CHEM,261A,Organic Reactions I
261A,Organic Reactions I,CHEM
Organic Reactions I,CHEM,261B
CHEM,261B,Organic Reaction II
261B,Organic Reaction II,CHEM
Organic Reaction II,CHEM,265
CHEM,265,Nuclear Magnetic Resonance Theory and Application
265,Nuclear Magnetic Resonance Theory and Application,CHEM
Nuclear Magnetic Resonance Theory and Application,CHEM,295
CHEM,295,Special Topics
295,Special Topics,CHEM
Special Topics,CHEM,298
CHEM,298,Seminars for Graduate Students
298,Seminars for Graduate Students,CHEM
Seminars for Graduate Students,CHEM,299
CHEM,299,Research for Graduate Students
299,Research for Graduate Students,CHEM
Research for Graduate Students,CHEM,300
CHEM,300,Professional Preparation: Supervised Teaching of Ch...
300,Professional Preparation: Supervised Teaching of Ch...,CHEM
Professional Preparation: Supervised Teaching of Ch...,CHEM,301
CHEM,301,Pre-High School Chemistry Classroom Immersion
301,Pre-High School Chemistry Classroom Immersion,CHEM
Pre-High School Chemistry Classroom Immersion,CHEM,301A
CHEM,301A,Undergraduate Lab Instruction
301A,Undergraduate Lab Instruction,CHEM
Undergraduate Lab Instruction,CHEM,301B
CHEM,301B,Undergraduate Chemistry Instruction
301B,Undergraduate Chemistry Instruction,CHEM
Undergraduate Chemistry Instruction,CHEM,301D
CHEM,301D,Undergraduate Chemistry Course Instruction
301D,Undergraduate Chemistry Course Instruction,CHEM
Undergraduate Chemistry Course Instruction,CHEM,602
CHEM,602,Individual Study for Doctoral Students
602,Individual Study for Doctoral Students,CHICANO
Individual Study for Doctoral Students,CHICANO,R1A
CHICANO,R1A,Reading and Composition
R1A,Reading and Composition,CHICANO
Reading and Composition,CHICANO,R1B
CHICANO,R1B,Reading and Composition
R1B,Reading and Composition,CHICANO
Reading and Composition,CHICANO,24
CHICANO,24,Freshman Seminar
24,Freshman Seminar,CHICANO
Freshman Seminar,CHICANO,50
CHICANO,50,Introduction to Chicano History
50,Introduction to Chicano History,CHICANO
Introduction to Chicano History,CHICANO,97
CHICANO,97,Field Study in Chicano Studies
97,Field Study in Chicano Studies,CHICANO
Field Study in Chicano Studies,CHICANO,98
CHICANO,98,Supervised Group Study
98,Supervised Group Study,CHICANO
Supervised Group Study,CHICANO,99
CHICANO,99,Supervised Independent Study and Research
99,Supervised Independent Study and Research,CHICANO
Supervised Independent Study and Research,CHICANO,110
CHICANO,110,Latina/o Philosophy and Religious Thought
110,Latina/o Philosophy and Religious Thought,CHICANO
Latina/o Philosophy and Religious Thought,CHICANO,130
CHICANO,130,Mexican and Chicano Art History
130,Mexican and Chicano Art History,CHICANO
Mexican and Chicano Art History,CHICANO,135A
CHICANO,135A,Latino Narrative Film: to the 1980s
135A,Latino Narrative Film: to the 1980s,CHICANO
Latino Narrative Film: to the 1980s,CHICANO,159
CHICANO,159,Mexican Immigration
159,Mexican Immigration,CHICANO
Mexican Immigration,CHICANO,163
CHICANO,163,Caribbean Migration to Western Europe and the Unite...
163,Caribbean Migration to Western Europe and the Unite...,CHICANO
Caribbean Migration to Western Europe and the Unite...,CHICANO,180
CHICANO,180,Topics in Chicano Studies
180,Topics in Chicano Studies,CHICANO
Topics in Chicano Studies,CHICANO,195
CHICANO,195,Senior Thesis
195,Senior Thesis,CHICANO
Senior Thesis,CHICANO,H195A
CHICANO,H195A,Senior Honors Thesis for Chicano Studies Majors
H195A,Senior Honors Thesis for Chicano Studies Majors,CHICANO
Senior Honors Thesis for Chicano Studies Majors,CHICANO,197
CHICANO,197,Field Work in Chicano Studies
197,Field Work in Chicano Studies,CHICANO
Field Work in Chicano Studies,CHICANO,198
CHICANO,198,Directed Group Study
198,Directed Group Study,CHICANO
Directed Group Study,CHICANO,199
CHICANO,199,Supervised Independent Study and Research
199,Supervised Independent Study and Research,CY PLAN
Supervised Independent Study and Research,CY PLAN,98
CY PLAN,98,Special Group Study
98,Special Group Study,CY PLAN
Special Group Study,CY PLAN,110
CY PLAN,110,Introduction to City Planning
110,Introduction to City Planning,CY PLAN
Introduction to City Planning,CY PLAN,113B
CY PLAN,113B,Community and Economic Development
113B,Community and Economic Development,CY PLAN
Community and Economic Development,CY PLAN,119
CY PLAN,119,Planning for Sustainability
119,Planning for Sustainability,CY PLAN
Planning for Sustainability,CY PLAN,140
CY PLAN,140,Urban Design: City-Building and Place-Making
140,Urban Design: City-Building and Place-Making,CY PLAN
Urban Design: City-Building and Place-Making,CY PLAN,198
CY PLAN,198,Special Group Study
198,Special Group Study,CY PLAN
Special Group Study,CY PLAN,199
CY PLAN,199,Special Study for Advanced Undergraduates
199,Special Study for Advanced Undergraduates,CY PLAN
Special Study for Advanced Undergraduates,CY PLAN,200
CY PLAN,200,History of City Planning
200,History of City Planning,CY PLAN
History of City Planning,CY PLAN,201A
CY PLAN,201A,Planning Methods Gateway: Part I
201A,Planning Methods Gateway: Part I,CY PLAN
Planning Methods Gateway: Part I,CY PLAN,202
CY PLAN,202,Practice Gateway: Introduction to Planning Practice
202,Practice Gateway: Introduction to Planning Practice,CY PLAN
Practice Gateway: Introduction to Planning Practice,CY PLAN,204B
CY PLAN,204B,Research Methods for Planners
204B,Research Methods for Planners,CY PLAN
Research Methods for Planners,CY PLAN,205
CY PLAN,205,Introduction to Planning and Environmental Law
205,Introduction to Planning and Environmental Law,CY PLAN
Introduction to Planning and Environmental Law,CY PLAN,C213
CY PLAN,C213,Transportation and Land Use Planning
C213,Transportation and Land Use Planning,CY PLAN
Transportation and Land Use Planning,CY PLAN,218
CY PLAN,218,Transportation Planning Studio
218,Transportation Planning Studio,CY PLAN
Transportation Planning Studio,CY PLAN,219
CY PLAN,219,Comparative International Topics in Transportation
219,Comparative International Topics in Transportation,CY PLAN
Comparative International Topics in Transportation,CY PLAN,220
CY PLAN,220,The Urban and Regional Economy
220,The Urban and Regional Economy,CY PLAN
The Urban and Regional Economy,CY PLAN,231
CY PLAN,231,Housing in Developing Countries
231,Housing in Developing Countries,CY PLAN
Housing in Developing Countries,CY PLAN,235
CY PLAN,235,Methods of Project Analysis
235,Methods of Project Analysis,CY PLAN
Methods of Project Analysis,CY PLAN,238
CY PLAN,238,Development--Design Studio
238,Development--Design Studio,CY PLAN
Development--Design Studio,CY PLAN,C241
CY PLAN,C241,Research Methods in Environmental Design
C241,Research Methods in Environmental Design,CY PLAN
Research Methods in Environmental Design,CY PLAN,C243
CY PLAN,C243,Shaping the Public Realm
C243,Shaping the Public Realm,CY PLAN
Shaping the Public Realm,CY PLAN,255
CY PLAN,255,Urban Planning Applications of Geographic Informati...
255,Urban Planning Applications of Geographic Informati...,CY PLAN
Urban Planning Applications of Geographic Informati...,CY PLAN,C261
CY PLAN,C261,Citizen Involvement in the City Planning Process
C261,Citizen Involvement in the City Planning Process,CY PLAN
Citizen Involvement in the City Planning Process,CY PLAN,280A
CY PLAN,280A,Research Design for the Ph.D
280A,Research Design for the Ph.D,CY PLAN
Research Design for the Ph.D,CY PLAN,280C
CY PLAN,280C,Doctoral Colloquium
280C,Doctoral Colloquium,CY PLAN
Doctoral Colloquium,CY PLAN,290
CY PLAN,290,Topics in City and Metropolitan Planning
290,Topics in City and Metropolitan Planning,CY PLAN
Topics in City and Metropolitan Planning,CY PLAN,291
CY PLAN,291,Special Projects Studio in Planning
291,Special Projects Studio in Planning,CY PLAN
Special Projects Studio in Planning,CY PLAN,298
CY PLAN,298,Group Studies
298,Group Studies,CY PLAN
Group Studies,CY PLAN,299
CY PLAN,299,Individual Study or Research
299,Individual Study or Research,CY PLAN
Individual Study or Research,CY PLAN,375
CY PLAN,375,Supervised Teaching in City and Regional Planning
375,Supervised Teaching in City and Regional Planning,CY PLAN
Supervised Teaching in City and Regional Planning,CY PLAN,602
CY PLAN,602,Individual Study for Doctoral Students
602,Individual Study for Doctoral Students,CIV ENG
Individual Study for Doctoral Students,CIV ENG,24
CIV ENG,24,Freshman Seminars
24,Freshman Seminars,CIV ENG
Freshman Seminars,CIV ENG,C30
CIV ENG,C30,Introduction to Solid Mechanics
C30,Introduction to Solid Mechanics,CIV ENG
Introduction to Solid Mechanics,CIV ENG,60
CIV ENG,60,Structure and Properties of Civil Engineering Mater...
60,Structure and Properties of Civil Engineering Mater...,CIV ENG
Structure and Properties of Civil Engineering Mater...,CIV ENG,70
CIV ENG,70,Engineering Geology
70,Engineering Geology,CIV ENG
Engineering Geology,CIV ENG,92
CIV ENG,92,Introduction to Civil and Environmental Engineering
92,Introduction to Civil and Environmental Engineering,CIV ENG
Introduction to Civil and Environmental Engineering,CIV ENG,93
CIV ENG,93,Engineering Data Analysis
93,Engineering Data Analysis,CIV ENG
Engineering Data Analysis,CIV ENG,98
CIV ENG,98,Supervised Group Study and Research
98,Supervised Group Study and Research,CIV ENG
Supervised Group Study and Research,CIV ENG,99
CIV ENG,99,Supervised Independent Study and Research
99,Supervised Independent Study and Research,CIV ENG
Supervised Independent Study and Research,CIV ENG,100
CIV ENG,100,Elementary Fluid Mechanics
100,Elementary Fluid Mechanics,CIV ENG
Elementary Fluid Mechanics,CIV ENG,111
CIV ENG,111,Environmental Engineering
111,Environmental Engineering,CIV ENG
Environmental Engineering,CIV ENG,113N
CIV ENG,113N,Ecological Engineering for Water Quality Improvemen...
113N,Ecological Engineering for Water Quality Improvemen...,CIV ENG
Ecological Engineering for Water Quality Improvemen...,CIV ENG,115
CIV ENG,115,Water Chemistry
115,Water Chemistry,CIV ENG
Water Chemistry,CIV ENG,122N
CIV ENG,122N,Design of Steel Structures
122N,Design of Steel Structures,CIV ENG
Design of Steel Structures,CIV ENG,123N
CIV ENG,123N,Design of Reinforced Concrete Structures
123N,Design of Reinforced Concrete Structures,CIV ENG
Design of Reinforced Concrete Structures,CIV ENG,124
CIV ENG,124,Structural Design in Timber
124,Structural Design in Timber,CIV ENG
Structural Design in Timber,CIV ENG,153
CIV ENG,153,Transportation Facility Design
153,Transportation Facility Design,CIV ENG
Transportation Facility Design,CIV ENG,167
CIV ENG,167,Engineering Project Management
167,Engineering Project Management,CIV ENG
Engineering Project Management,CIV ENG,173
CIV ENG,173,Groundwater and Seepage
173,Groundwater and Seepage,CIV ENG
Groundwater and Seepage,CIV ENG,175
CIV ENG,175,Geotechnical and Geoenvironmental Engineering
175,Geotechnical and Geoenvironmental Engineering,CIV ENG
Geotechnical and Geoenvironmental Engineering,CIV ENG,C178
CIV ENG,C178,Applied Geophysics
C178,Applied Geophysics,CIV ENG
Applied Geophysics,CIV ENG,186
CIV ENG,186,Design of Cyber-Physical Systems
186,Design of Cyber-Physical Systems,CIV ENG
Design of Cyber-Physical Systems,CIV ENG,191
CIV ENG,191,Civil and Environmental Engineering Systems Analysi...
191,Civil and Environmental Engineering Systems Analysi...,CIV ENG
Civil and Environmental Engineering Systems Analysi...,CIV ENG,192
CIV ENG,192,The Art and Science of Civil and Environmental Engi...
192,The Art and Science of Civil and Environmental Engi...,CIV ENG
The Art and Science of Civil and Environmental Engi...,CIV ENG,193
CIV ENG,193,Engineering Risk Analysis
193,Engineering Risk Analysis,CIV ENG
Engineering Risk Analysis,CIV ENG,H194
CIV ENG,H194,Honors Undergraduate Research
H194,Honors Undergraduate Research,CIV ENG
Honors Undergraduate Research,CIV ENG,197
CIV ENG,197,Field Studies in Civil Engineering
197,Field Studies in Civil Engineering,CIV ENG
Field Studies in Civil Engineering,CIV ENG,198
CIV ENG,198,Directed Group Study for Advanced Undergraduates
198,Directed Group Study for Advanced Undergraduates,CIV ENG
Directed Group Study for Advanced Undergraduates,CIV ENG,199
CIV ENG,199,Supervised Independent Study
199,Supervised Independent Study,CIV ENG
Supervised Independent Study,CIV ENG,200A
CIV ENG,200A,Environmental Fluid Mechanics
200A,Environmental Fluid Mechanics,CIV ENG
Environmental Fluid Mechanics,CIV ENG,203N
CIV ENG,203N,Surface Water Hydrology
203N,Surface Water Hydrology,CIV ENG
Surface Water Hydrology,CIV ENG,211A
CIV ENG,211A,Environmental Physical-Chemical Processes
211A,Environmental Physical-Chemical Processes,CIV ENG
Environmental Physical-Chemical Processes,CIV ENG,211B
CIV ENG,211B,Environmental Biological Processes
211B,Environmental Biological Processes,CIV ENG
Environmental Biological Processes,CIV ENG,220
CIV ENG,220,Structural Analysis Theory and Applications
220,Structural Analysis Theory and Applications,CIV ENG
Structural Analysis Theory and Applications,CIV ENG,223
CIV ENG,223,Earthquake Protective Systems
223,Earthquake Protective Systems,CIV ENG
Earthquake Protective Systems,CIV ENG,225
CIV ENG,225,Dynamics of Structures
225,Dynamics of Structures,CIV ENG
Dynamics of Structures,CIV ENG,C231
CIV ENG,C231,Mechanics of Solids
C231,Mechanics of Solids,CIV ENG
Mechanics of Solids,CIV ENG,244
CIV ENG,244,Reinforced Concrete Structures
244,Reinforced Concrete Structures,CIV ENG
Reinforced Concrete Structures,CIV ENG,249
CIV ENG,249,Experimental Methods in Structural Engineering
249,Experimental Methods in Structural Engineering,CIV ENG
Experimental Methods in Structural Engineering,CIV ENG,251
CIV ENG,251,Operation of Transportation Facilities
251,Operation of Transportation Facilities,CIV ENG
Operation of Transportation Facilities,CIV ENG,252
CIV ENG,252,Systems Analysis in Transportation
252,Systems Analysis in Transportation,CIV ENG
Systems Analysis in Transportation,CIV ENG,253
CIV ENG,253,Intelligent Transportation Systems
253,Intelligent Transportation Systems,CIV ENG
Intelligent Transportation Systems,CIV ENG,262
CIV ENG,262,Analysis of Transportation Data
262,Analysis of Transportation Data,CIV ENG
Analysis of Transportation Data,CIV ENG,263N
CIV ENG,263N,Scalable Spatial Analytics
263N,Scalable Spatial Analytics,CIV ENG
Scalable Spatial Analytics,CIV ENG,268A
CIV ENG,268A,Lean Construction Concepts and Methods
268A,Lean Construction Concepts and Methods,CIV ENG
Lean Construction Concepts and Methods,CIV ENG,268E
CIV ENG,268E,Civil Systems and the Environment
268E,Civil Systems and the Environment,CIV ENG
Civil Systems and the Environment,CIV ENG,268H
CIV ENG,268H,Advanced Project Planning and Control
268H,Advanced Project Planning and Control,CIV ENG
Advanced Project Planning and Control,CIV ENG,270
CIV ENG,270,Advanced Geomechanics
270,Advanced Geomechanics,CIV ENG
Advanced Geomechanics,CIV ENG,271
CIV ENG,271,Sensors and Signal Interpretation
271,Sensors and Signal Interpretation,CIV ENG
Sensors and Signal Interpretation,CIV ENG,275
CIV ENG,275,Geotechnical Earthquake Engineering
275,Geotechnical Earthquake Engineering,CIV ENG
Geotechnical Earthquake Engineering,CIV ENG,281
CIV ENG,281,Engineering Geology
281,Engineering Geology,CIV ENG
Engineering Geology,CIV ENG,290
CIV ENG,290,Advanced Special Topics in Civil and Environmental ...
290,Advanced Special Topics in Civil and Environmental ...,CIV ENG
Advanced Special Topics in Civil and Environmental ...,CIV ENG,290I
CIV ENG,290I,Civil Systems: Control and Information Management
290I,Civil Systems: Control and Information Management,CIV ENG
Civil Systems: Control and Information Management,CIV ENG,C290U
CIV ENG,C290U,Transportation and Land Use Planning
C290U,Transportation and Land Use Planning,CIV ENG
Transportation and Land Use Planning,CIV ENG,292A
CIV ENG,292A,Technologies for Sustainable Societies
292A,Technologies for Sustainable Societies,CIV ENG
Technologies for Sustainable Societies,CIV ENG,297
CIV ENG,297,Field Studies in Civil and Environmental Engineerin...
297,Field Studies in Civil and Environmental Engineerin...,CIV ENG
Field Studies in Civil and Environmental Engineerin...,CIV ENG,298
CIV ENG,298,"Group Studies, Seminars, or Group Research"
298,"Group Studies, Seminars, or Group Research",CIV ENG
"Group Studies, Seminars, or Group Research",CIV ENG,299
CIV ENG,299,Individual Research
299,Individual Research,CIV ENG
Individual Research,CIV ENG,301
CIV ENG,301,Workshop for Future Civil and Environmental Enginee...
301,Workshop for Future Civil and Environmental Enginee...,CIV ENG
Workshop for Future Civil and Environmental Enginee...,CIV ENG,601
CIV ENG,601,Individual Study for Master's Students
601,Individual Study for Master's Students,CIV ENG
Individual Study for Master's Students,CIV ENG,602
CIV ENG,602,Individual Study for Doctoral Students
602,Individual Study for Doctoral Students,CLASSIC
Individual Study for Doctoral Students,CLASSIC,10A
CLASSIC,10A,Introduction to Greek Civilization
10A,Introduction to Greek Civilization,CLASSIC
Introduction to Greek Civilization,CLASSIC,17A
CLASSIC,17A,Introduction to the Archaeology of the Greek World
17A,Introduction to the Archaeology of the Greek World,CLASSIC
Introduction to the Archaeology of the Greek World,CLASSIC,24
CLASSIC,24,Freshman Seminars
24,Freshman Seminars,CLASSIC
Freshman Seminars,CLASSIC,29
CLASSIC,29,Introduction to Greco-Roman Magic
29,Introduction to Greco-Roman Magic,CLASSIC
Introduction to Greco-Roman Magic,CLASSIC,R44
CLASSIC,R44,Roots of Western Civilization
R44,Roots of Western Civilization,CLASSIC
Roots of Western Civilization,CLASSIC,99
CLASSIC,99,Supervised Independent Study and Research
99,Supervised Independent Study and Research,CLASSIC
Supervised Independent Study and Research,CLASSIC,130
CLASSIC,130,Topics in Ancient Greek and Roman Culture
130,Topics in Ancient Greek and Roman Culture,CLASSIC
Topics in Ancient Greek and Roman Culture,CLASSIC,H195A
CLASSIC,H195A,Honors Course in Classics
H195A,Honors Course in Classics,CLASSIC
Honors Course in Classics,CLASSIC,199
CLASSIC,199,Supervised Independent Study and Research
199,Supervised Independent Study and Research,CLASSIC
Supervised Independent Study and Research,CLASSIC,201A
CLASSIC,201A,Survey of Greek Literature
201A,Survey of Greek Literature,CLASSIC
Survey of Greek Literature,CLASSIC,C204
CLASSIC,C204,Proseminar in Classical Archaeology and Ancient Art
C204,Proseminar in Classical Archaeology and Ancient Art,CLASSIC
Proseminar in Classical Archaeology and Ancient Art,CLASSIC,214
CLASSIC,214,Greek Drama
214,Greek Drama,CLASSIC
Greek Drama,CLASSIC,218
CLASSIC,218,Greek Philosophers
218,Greek Philosophers,CLASSIC
Greek Philosophers,CLASSIC,260
CLASSIC,260,Advanced Latin Composition
260,Advanced Latin Composition,CLASSIC
Advanced Latin Composition,CLASSIC,270
CLASSIC,270,Seminar in Classical Archaeology
270,Seminar in Classical Archaeology,CLASSIC
Seminar in Classical Archaeology,CLASSIC,298
CLASSIC,298,Special Study
298,Special Study,CLASSIC
Special Study,CLASSIC,299
CLASSIC,299,Special Study
299,Special Study,CLASSIC
Special Study,CLASSIC,302
CLASSIC,302,Teaching Practicum
302,Teaching Practicum,CLASSIC
Teaching Practicum,CLASSIC,375
CLASSIC,375,Teaching of Classics: Methods and Problems
375,Teaching of Classics: Methods and Problems,CLASSIC
Teaching of Classics: Methods and Problems,CLASSIC,601
CLASSIC,601,Individual Study for Master's Candidates
601,Individual Study for Master's Candidates,CLASSIC
Individual Study for Master's Candidates,CLASSIC,602
CLASSIC,602,Individual Study for Doctoral Candidates
602,Individual Study for Doctoral Candidates,GREEK
Individual Study for Doctoral Candidates,GREEK,1
GREEK,1,Elementary Greek
1,Elementary Greek,GREEK
Elementary Greek,GREEK,40
GREEK,40,Intermediate Greek Prose Composition
40,Intermediate Greek Prose Composition,GREEK
Intermediate Greek Prose Composition,GREEK,99
GREEK,99,Supervised Independent Study and Research
99,Supervised Independent Study and Research,GREEK
Supervised Independent Study and Research,GREEK,100
GREEK,100,Plato and Attic Prose
100,Plato and Attic Prose,GREEK
Plato and Attic Prose,GREEK,102
GREEK,102,Drama and Society
102,Drama and Society,GREEK
Drama and Society,GREEK,116
GREEK,116,Greek Drama
116,Greek Drama,GREEK
Greek Drama,GREEK,H195A
GREEK,H195A,Honors Course in Greek
H195A,Honors Course in Greek,GREEK
Honors Course in Greek,GREEK,199
GREEK,199,Supervised Independent Study and Research
199,Supervised Independent Study and Research,LATIN
Supervised Independent Study and Research,LATIN,1
LATIN,1,Elementary Latin
1,Elementary Latin,LATIN
Elementary Latin,LATIN,2
LATIN,2,Elementary Latin
2,Elementary Latin,LATIN
Elementary Latin,LATIN,10
LATIN,10,Intensive Elementary Latin
10,Intensive Elementary Latin,LATIN
Intensive Elementary Latin,LATIN,99
LATIN,99,Supervised Independent Study and Research
99,Supervised Independent Study and Research,LATIN
Supervised Independent Study and Research,LATIN,100
LATIN,100,Republican Prose
100,Republican Prose,LATIN
Republican Prose,LATIN,101
LATIN,101,Vergil
101,Vergil,LATIN
Vergil,LATIN,122
LATIN,122,Post-Augustan Prose
122,Post-Augustan Prose,LATIN
Post-Augustan Prose,LATIN,155A
LATIN,155A,Readings in Medieval Latin
155A,Readings in Medieval Latin,LATIN
Readings in Medieval Latin,LATIN,H195
LATIN,H195,Honors Course in Latin
H195,Honors Course in Latin,LATIN
Honors Course in Latin,LATIN,199
LATIN,199,Supervised Independent Study and Research
199,Supervised Independent Study and Research,COG SCI
Supervised Independent Study and Research,COG SCI,1
COG SCI,1,Introduction to Cognitive Science
1,Introduction to Cognitive Science,COG SCI
Introduction to Cognitive Science,COG SCI,C100
COG SCI,C100,Basic Issues in Cognition
C100,Basic Issues in Cognition,COG SCI
Basic Issues in Cognition,COG SCI,C127
COG SCI,C127,Cognitive Neuroscience
C127,Cognitive Neuroscience,COG SCI
Cognitive Neuroscience,COG SCI,131
COG SCI,131,Computational Models of Cognition
131,Computational Models of Cognition,COLWRIT
Computational Models of Cognition,COLWRIT,1
COLWRIT,1,Grammar and Vocabulary of Written English
1,Grammar and Vocabulary of Written English,COLWRIT
Grammar and Vocabulary of Written English,COLWRIT,R1A
COLWRIT,R1A,Accelerated Reading and Composition
R1A,Accelerated Reading and Composition,COLWRIT
Accelerated Reading and Composition,COLWRIT,R4B
COLWRIT,R4B,"Reading, Composition, and Research"
R4B,"Reading, Composition, and Research",COLWRIT
"Reading, Composition, and Research",COLWRIT,9C
COLWRIT,9C,Academic Writing for Multilingual Students
9C,Academic Writing for Multilingual Students,COLWRIT
Academic Writing for Multilingual Students,COLWRIT,10A
COLWRIT,10A,Introduction to Public Speaking
10A,Introduction to Public Speaking,COLWRIT
Introduction to Public Speaking,COLWRIT,20
COLWRIT,20,Communicating in Class: Advanced Listening and Spea...
20,Communicating in Class: Advanced Listening and Spea...,COLWRIT
Communicating in Class: Advanced Listening and Spea...,COLWRIT,25AC
COLWRIT,25AC,Reading in and about U.S. Education Institutions
25AC,Reading in and about U.S. Education Institutions,COLWRIT
Reading in and about U.S. Education Institutions,COLWRIT,98
COLWRIT,98,Directed Group Study
98,Directed Group Study,COLWRIT
Directed Group Study,COLWRIT,106
COLWRIT,106,Intermediate Composition: Argument in the Disciplin...
106,Intermediate Composition: Argument in the Disciplin...,COLWRIT
Intermediate Composition: Argument in the Disciplin...,COLWRIT,131
